#,建築物名稱,建築物概要,認可版本,認可等級,rank,有效期間,valid,認可類別,設計人,行政區,ditrict,地號,建築物使用類別,longtitude,latitude
90,土城區明德段222地號新建工程,地下4層，地上13層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,鑽石級,5,2030年2月24日,1,標示,陳鴻明建築師事務所,新北市,土城區,新北市土城區明德段222地號住宿類建築,住宿類建築,121.454434,24.980461
91,新北市汐止區水源段1070地號等4筆土地集合住宅新建工程,地下4層，地上11層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,合格級,1,2030年2月24日,1,標示,李兆嘉建築師事務所,新北市,汐止區,新北市汐止區水源段1070地號住宿類建築,住宿類建築,121.671646,25.064651
92,愛山林建設及立信建設新北市板橋區江翠段159地號1筆土地店鋪/一般事務所集合住宅新建工程,地下4層，地上21層鋼筋混凝土構造辦公廳及住宿類建築,2015年版EEWH-RS,合格級,1,2030年2月24日,1,標示,何慶三建築師事務所,新北市,板橋區,新北市板橋區江翠段159地號辦公廳及住宿類建築,住宿類建築,121.465718,25.03369
93,新北市新店區斯馨段12地號等一筆土地住宅新建工程,地下3層，地上14層鋼筋混凝土構造辦公廳及住宿類建築,2015年版EEWH-RS,黃金級,4,2030年2月20日,1,標示,李兆嘉建築師事務所,新北市,新店區,新北市新店區斯馨段12地號辦公廳及住宿類建築,住宿類建築,121.52535,24.981867
94,安坑輕軌運輸系統計畫土建統包工程-行政大樓,地下1層，地上3層鋼筋混凝土構造辦公廳類建築,2015年版EEWH-BC,銀級,3,2030年2月20日,1,標示,十匯聯合建築師事務所,新北市,新店區,"新北市新店區雙城段1530,1544,1546-1,1548-1,1567,1568,1569,1570,1571,1583,1583-1,1584,1585,1586,1587,1588,1589,",辦公廳類建築,121.486313,24.946168
95,新北市土城國民中學附設幼兒園園舍新建工程,地上2層鋼筋混凝土構造學校類建築,2019年版EEWH-BC(M),銅級,2,2030年2月18日,1,標示,蔡世鏗建築師事務所,新北市,土城區,新北市土城區永寧段251-4地號等8筆學校類建築,學校類建築,121.430369,24.963039
97,華固中原置地,地下3層，地上11層鋼筋混凝土構造空調型(辦公分區)及其他類建築,2019年版EEWH-GF,銀級,3,2030年1月22日,1,標示,宏景聯合建築師事務所,新北市,中和區,新北市中和區中原段506地號空調型(辦公分區)及其他類建築,辦公廳類建築,121.486515,25.009866
98,將捷旅闊,地下3層，地上13層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,黃金級,4,2030年1月22日,1,標示,林長勲聯合建築師事務所,新北市,新店區,新北市新店區斯馨段112地號住宿類建築,住宿類建築,121.531714,24.978015
99,新北市立新北高工地下停車場暨校園設施統包工程,地下3層，地上1層鋼筋混凝土構造，鋼骨構造大型空間及其他類建築,2019年版EEWH-BC,合格級,1,2030年1月20日,1,標示,公羽山松建築師事務所,新北市,土城區,新北市土城區樂利段969地號大型空間及其他類建築,其他類建築,121.449673,24.984179
100,五權公園停車場新建工程,地下3層，地上1層鋼筋混凝土構造其他類建築,2015年版EEWH-BC,銀級,3,2030年1月16日,1,標示,蔡孟哲建築師事務所,新北市,板橋區,新北市板橋區信義段22地號等9筆其他類建築,其他類建築,121.465897,24.993117
101,宏匯思源廣場,地下3層，地上39層鋼骨構造，鋼筋混凝土構造空調型(辦公、商場、餐飲分區)及其他類建築,2022年版EEWH-EB,鑽石級,5,2030年1月8日,1,標示,三門聯合建築師事務所,新北市,新莊區,新北市新莊區副都心段一小段35地號空調型(辦公、商場、餐飲分區)及其他類建築,百貨商場類建築,121.459151,25.058007
102,三峽營區新建統包工程,地上3層鋼筋混凝土造住宿及其他類建築,2023年版EEWH-RS,合格級,1,2030年1月8日,1,標示,元鼎建築師事務所,新北市,三峽區,新北市三峽區溪南段971、972、973、974、975、976地號等6筆住宿及其他類建築,住宿類建築,121.389837,24.932494
103,大隱建設淡水區水仙段268地號等1筆集合住宅新建工程,地下3層，地上10層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,銀級,3,2030年1月2日,1,標示,賴良政建築師事務所,新北市,淡水區,新北市淡水區水仙段268地號住宿類建築,住宿類建築,121.460609,25.151754
104,宏匯廣場,地下7層，地上14層鋼筋混凝土構造，鋼骨鋼筋混凝土構造，鋼骨構造空調型(辦公、商場、餐飲分區)及大型空間類建築,2022年版EEWH-EB,鑽石級,5,2030年1月2日,1,標示,李祖原聯合建築師事務所,新北市,新莊區,新北市新莊區副都心段一小段280地號等2筆空調型(辦公、商場、餐飲分區)及大型空間類建築,大型空間類建築,121.44951,25.059571
105,立信建設股份有限公司板橋區江翠段商辦住宅新建工程,地下6層，地上19層鋼骨鋼筋混凝土構造，鋼骨構造辦公廳、百貨商場及住宿類建築,2015年版EEWH-RS,銀級,3,2029年12月25日,1,標示,呂建勳建築師事務所,新北市,板橋區,新北市板橋區江翠段31地號辦公廳、百貨商場及住宿類建築,住宿類建築,121.474384,25.034933
106,新莊區捷運幸福站停車場新建統包工程,地下1層，地上4層鋼筋混凝土構造其他類建築,2019年版EEWH-BC(M),銅級,2,2029年12月24日,1,標示,吳坤曜建築師事務所,新北市,新莊區,新北市新莊區中原段306地號其他類建築,其他類建築,121.460444,25.049845
107,新店民安段青年社會住宅新建統包工程,地下3層，地上14層鋼筋混凝土構造住宿類建築,2023年版EEWH-RS,銀級,3,2029年12月24日,1,標示,黃孟偉建築師事務所,新北市,新店區,新北市新店區民安段624地號住宿類建築,住宿類建築,121.514815,24.964569
108,聿馥居逸,地下2層，地上10層鋼筋混凝土構造辦公廳及住宿類建築,2015年版EEWH-RS,合格級,1,2029年12月23日,1,標示,廖錦盈建築師事務所,新北市,林口區,新北市林口區力行段409地號辦公廳及住宿類建築,住宿類建築,121.374051,25.085761
109,新北市八里區臺北港段72地號集合住宅新建工程,地下3層，地上15層鋼筋混凝土構造辦公廳及住宿類建築,2012年版EEWH-RS,黃金級,4,2029年12月15日,1,標示,黃潘宗建築師事務所,新北市,八里區,新北市八里區臺北港段72地號辦公廳及住宿類建築,住宿類建築,121.401497,25.152303
110,樹林東昇段208地號等1筆集合住宅新建工程,地下5層，地上22層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2029年12月10日,1,標示,李兆嘉建築師事務所,新北市,樹林區,新北市樹林區東昇段208地號等1筆住宿類建築,住宿類建築,121.416287,24.984933
111,皇翔建設土城區永和段207地號集合住宅新建工程,地下5層，地上20層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,黃金級,4,2029年12月8日,1,標示,三門聯合建築師事務所,新北市,土城區,新北市土城區永和段207地號住宿類建築,住宿類建築,121.435767,24.963991
112,國泰建設新北市新店區斯馨段106地號集合住宅新建工程,地下3層，地上14層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,黃金級,4,2029年12月5日,1,標示,蕭力仁建築師事務所,新北市,新店區,新北市新店區斯馨段106地號住宿類建築,住宿類建築,121.531324,24.978082
113,國美建設新店區斯馨段30地號集合住宅新建工程,地下3層，地上15層鋼筋混凝土構造辦公廳、住宿及其他類建築,2015年版EEWH-RS,黃金級,4,2029年11月27日,1,標示,呂建勳建築師事務所,新北市,新店區,新北市新店區斯馨段30地號辦公廳、住宿及其他類建築,住宿類建築,121.526697,24.980737
114,華南商業銀行積穗分行,地上1層(部分空間)至地上2層(部分空間)鋼筋混凝土造空調型(辦公分區)建築,2019年版EEWH-RN,銅級,2,2029年11月27日,1,標示,泰晟冷凍空調事務所,新北市,中和區,中和區板南段0575-0000、0577-0000、0578-0000地號空調型(辦公分區)建築,辦公廳類建築,121.483089,25.005346
115,長虹建設新店區斯馨段33地號新建工程,地下4層，地上15層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,黃金級,4,2029年11月26日,1,標示,周文斌建築師事務所,新北市,新店區,新北市新店區斯馨段33地號住宿類建築,住宿類建築,121.526979,24.980505
116,八里龍形市場新建工程,地上4層鋼筋混凝土構造空調型(辦公、文教及商場分區)建築,2019年版EEWH-BC(M),合格級,1,2029年11月25日,1,標示,曹書生建築師事務所,新北市,八里區,新北市八里區龍米段2022地號等9筆空調型(辦公、文教及商場分區)建築,百貨商場類建築,121.450827,25.130895
118,國揚實業汐止區建成段集合住宅新建工程,地下4層，地上22層鋼筋混凝土構造住宿及其他類建築,2015年版EEWH-RS,黃金級,4,2029年11月13日,1,標示,金以容建築師事務所,新北市,汐止區,新北市汐止區建成段866地號住宿及其他類建築,住宿類建築,121.665445,25.071485
119,新北市永和區林森段集合住宅新建工程,地下5層，地上15層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,銀級,3,2029年11月12日,1,標示,李岳軍建築師事務所,新北市,永和區,新北市永和區林森段702地號住宿類建築,住宿類建築,121.524191,25.001786
120,滬尾藝文休閒園區,地下3層，地上6層鋼骨鋼筋混凝土構造空調型(商場、餐飲、旅館分區)及大型空間類建築,2022年版EEWH-EB,鑽石級,5,2029年11月8日,1,標示,九典聯合建築師事務所,新北市,淡水區,新北市淡水區天生段1613地號等10筆空調型(商場、餐飲、旅館分區)及大型空間類建築,大型空間類建築,121.429384,25.176085
121,瓏山林建設水仙段集合住宅新建工程,地下5層，地上18層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2029年11月7日,1,標示,台北國際聯合建築師事務所,新北市,淡水區,新北市淡水區水仙段540-0000地號等8筆住宿類建築,住宿類建築,121.461607,25.146834
122,土城明德段219、220、221地號集合住宅新建工程,地下4層，地上15層鋼筋混凝土構造辦公廳及住宿類建築,2015年版EEWH-RS,鑽石級,5,2029年10月29日,1,標示,許國勝建築師事務所,新北市,土城區,新北市土城區明德段219地號辦公廳及住宿類建築,住宿類建築,121.454697,24.98069
123,大隱建設淡水區水仙段222地號等1筆集合住宅新建工程,地下3層，地上7層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2029年10月29日,1,標示,謝政吉建築師事務所,新北市,淡水區,新北市淡水區水仙段222地號住宿類建築,住宿類建築,121.461701,25.151401
124,林口區力行段892地號新建工程,地下4層，地上30層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,合格級,1,2029年10月24日,1,標示,劉演交建築師事務所,新北市,林口區,新北市林口區力行段892地號住宿類建築,住宿類建築,121.369347,25.074234
126,中和安邦段青年社會住宅新建統包工程,地下3層，地上24層鋼筋混凝土構造辦公廳、住宿及學校類建築,2015年版EEWH-RS,黃金級,4,2029年10月20日,1,標示,王正源建築師事務所,新北市,中和區,新北市中和區安邦段58地號等5筆辦公廳、住宿及學校類建築,住宿類建築,121.494655,25.000089
127,新北市滬尾藝文休閒園區興建營運移轉工程,地下3層，地上6層鋼骨鋼筋混凝土構造百貨商場、旅館餐飲及大型空間類建築,2012年版EEWH-BC,鑽石級,5,2029年10月15日,1,標示,九典聯合建築師事務所,新北市,淡水區,新北市淡水區天生段1613地號等10筆百貨商場、旅館餐飲及大型空間類建築,大型空間類建築,121.429384,25.176085
128,板橋區江子翠段第二崁小段156地號土地集合住宅、店鋪新建工程,地下4層，地上14層鋼筋混凝土構造辦公廳及住宿類建築,2015年版EEWH-RS,銀級,3,2029年10月13日,1,標示,陳燦榮建築師事務所,新北市,板橋區,新北市板橋區江子翠段第二崁小段156地號辦公廳及住宿類建築,住宿類建築,121.474511,25.029325
129,新店區斯馨段108地號等1筆土地集合住宅新建工程,地下3層，地上20層鋼筋混凝土構造辦公廳及住宿類建築,2015年版EEWH-RS,黃金級,4,2029年10月10日,1,標示,鑄力聯合建築師事務所,新北市,新店區,新北市新店區斯馨段108地號辦公廳及住宿類建築,住宿類建築,121.53114,24.977324
130,111-113年度汐止度量衡專業實驗室新建(含拆除)工程,地下1層，地上2層鋼筋混凝土構造空調型(辦公分區)建築,2019年版EEWH-BC,合格級,1,2029年10月3日,1,標示,許智凱建築師事務所,新北市,汐止區,新北市汐止區崇德段726地號等2筆空調型(辦公分區)建築,辦公廳類建築,121.668922,25.070529
131,祥德開發五股區登林段集合住宅新建工程,地下5層，地上24層鋼筋混凝土構造住宿及其他類建築,2015年版EEWH-RS,銀級,3,2029年10月3日,1,標示,陳金水聯合建築師事務所,新北市,五股區,新北市五股區登林段726地號住宿及其他類建築,住宿類建築,121.428891,25.070421
133,新北市土城區忠義段378地號新建工程,地下2層，地上8層鋼筋混凝土構造大型空間類建築,2015年版EEWH-GF,銀級,3,2029年9月26日,1,標示,陳燦榮建築師事務所,新北市,土城區,新北市土城區忠義段378地號大型空間類建築,大型空間類建築,121.441458,24.969429
134,茂德建設新店區斯馨段13地號土地店鋪/集合住宅新建工程,地下5層，地上15層鋼筋混凝土構造住宿類建築,2015年版EEWH-RS,銀級,3,2029年9月4日,1,標示,陳朝雄建築師事務所,新北市,新店區,新北市新店區斯馨段13地號住宿類建築,住宿類建築,121.524638,24.980943
135,漢親建設新北市中和區大華段集合住宅新建工程,地下5層，地上27層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2029年8月29日,1,標示,黃翔龍建築師事務所,新北市,中和區,新北市中和區大華段681地號住宿類建築,住宿類建築,121.508624,24.991885
