no,title,county,town,address,tel,mobile
553,新北市奇布施老人養生協會(寶福站),新北市,新店區,寶橋路234號,無,918608832
554,新北市長恩活力協會,新北市,新店區,僑信路19號2樓,(02)22153080,無
555,財團法人台灣省私立健順養護中心(新店柴埕站),新北市,新店區,安民街79號4樓,(02)22121753,無
556,新北市新店區下城社區發展協會,新北市,新店區,安康路一段281巷6號(下城市民活動中心),(02)22119715,無
557,新北市新店區大鵬忠孝社區發展協會,新北市,新店區,中正路700巷26號2-3樓,(02)82181007,無
558,新北市新店區大鵬忠孝社區發展協會(忠孝站),新北市,新店區,中正路663巷1-2號地下室,(02)82181007,無
559,新北市新店區小城里辦公處,新北市,新店區,僑信路19號2樓,(02)22141815,無
560,新北市新店區中央里辦公處,新北市,新店區,中央五街60號2樓(中央市民活動中心),(02)22192161,無
561,新北市新店區公崙社區發展協會,新北市,新店區,安康路二段85巷30號,(02)86665078,無
562,新北市新店區日興里辦公處,新北市,新店區,安康路三段517號,(02)22152321,無
563,新北市新店區北宜社區發展協會,新北市,新店區,北宜路二段80號,(02)22173808,無
564,新北市新店區北宜社區發展協會,新北市,新店區,北宜路二段80號,(02)22173808,無
565,新北市新店區北宜社區發展協會,新北市,新店區,北宜路二段80號,(02)22173808,無
566,新北市新店區北宜社區發展協會,新北市,新店區,北宜路二段80號,(02)22173808,無
567,新北市新店區北新社區發展協會,新北市,新店區,新和街109號(新和市民活動中心),(02)89112380,無
568,新北市新店區平潭社區發展協會,新北市,新店區,新潭路二段140巷37號,(02)86665580,無
569,新北市新店區永安里辦公處,新北市,新店區,新和街109號(新和市民活動中心),(02)86682400,無
570,新北市新店區吉祥里辦公處,新北市,新店區,玫瑰路51巷2號1樓(吉祥市民活動中心),(02)22151115,無
571,新北市新店區安和里辦公處,新北市,新店區,安興路67號(安和市民活動中心),(02)86666527,無
572,新北市新店區安昌里辦公處,新北市,新店區,安成街22號B1,(02)86660365,無
573,新北市新店區江陵里辦公處,新北市,新店區,二十張路42號,無,910223262
574,新北市新店區老人會,新北市,新店區,民族路110號(大豐社福館),(02)22198112,無
575,新北市新店區老人會,新北市,新店區,民族路110號(大豐社福館),(02)22198112,無
576,新北市新店區老人會,新北市,新店區,民族路110號(大豐社福館),(02)22198112,無
577,新北市新店區屈尺社區發展協會,新北市,新店區,屈尺路125號(屈尺市民活動中心),(02)26668365,無
578,新北市新店區明城里辦公處,新北市,新店區,黎明路9號B1,(02)22130575,無
579,新北市新店區玫瑰里辦公處,新北市,新店區,玫瑰路58巷18號B1,(02)22104558,無
580,新北市新店區玫瑰社區發展協會,新北市,新店區,富貴街9巷31號,(02)22155106,無
581,新北市新店區長青會,新北市,新店區,花園一路一段2號B1,(02)26667005,無
582,新北市新店區美城里辦公處,新北市,新店區,永業路81巷7弄1號B1,(02)29148839,無
583,新北市新店區國校里辦公處,新北市,新店區,國校路50號3樓,(02)29117312,無
584,新北市新店區國豐里辦公處,新北市,新店區,建國路58號2樓(建國游泳池2樓教室),(02)29187328,無
585,新北市新店區張南里辦公處,新北市,新店區,新店路207號三樓(碧潭市民活動中心),(02)29117423,無
586,新北市新店區頂城里辦公處,新北市,新店區,安康路一段9-2號(頂城市民活動中心),(02)22117843,無
587,新北市新店區華城里辦公處,新北市,新店區,華城一路18號2樓,(02)22162663,無
588,新北市新店區新生里辦公處,新北市,新店區,達觀路6號,(02)29135295,無
589,新北市新店區新和里辦公處,新北市,新店區,新和街109號(新和市民活動中心),(02)29461653,無
590,新北市新店區達觀里辦公處,新北市,新店區,達觀路6號,(02)22136388,無
591,新北市新店區廣興里辦公處,新北市,新店區,新店路207號3樓,(02)26665969,無
592,新北市新店區德安社區發展協會,新北市,新店區,安一路二段198-1號,(02)22117266,無
593,新北市新店區龜山廣興社區發展協會,新北市,新店區,新烏路三段136號2樓(龜山市民活動中心),(02)26660002,無
594,新北市新店區龜山廣興社區發展協會,新北市,新店區,新烏路三段136號2樓(龜山市民活動中心),(02)26660002,無
595,新北市新店區雙坑里辦公處,新北市,新店區,長峯路7號,(02)22172582,無
596,新北市新店區雙城社區發展協會,新北市,新店區,安康路三段237號B1,無,916281709
597,新北市新店康園公共托老中心,新北市,新店區,安興路91巷31號,(02)86663556,無
598,新北市新店碧潭公共托老中心,新北市,新店區,新店路159號2樓,(02)29121592,無
599,新店玫瑰社區福德宮,新北市,新店區,玫瑰路35號,(02)22155900,無
600,新店客家促進會,新北市,新店區,環河路152號之7(新店褒忠亭),(02)86656188,無
601,新北市新店區老人會,新北市,新店區,民族路110號(大豐社福館),(02)22198112,無
602,新北市歡樂銀髮協會,新北市,新店區,溪園路387號1F,無,915568183
603,新北市新店區北新社區發展協會,新北市,新店區,張北里14鄰德正街23巷25號(張北市民活動中心),(02)89112380,無
604,新北市新店區北新社區發展協會,新北市,新店區,張北里14鄰德正街23巷25號(張北市民活動中心),(02)89112380,無
605,社團法人中華麥田關懷協會(五峯站),新北市,新店區,北新路1段92號2樓(馬公多功能集會中心),(02)29133936,無
606,新北市奇布施老人養生協會(寶福站),新北市,新店區,寶橋路234號,無,918608832
607,新北市新店區玫瑰社區發展協會,新北市,新店區,富貴街9巷31號,(02)22155106,無
608,新北市新店區長春里辦公處,新北市,新店區,新坡一街39號2樓,(02)29109066,無
609,新北市歡樂銀髮協會,新北市,新店區,溪園路387號1F,無,915568183
610,龍林天下公寓大廈管理委員會,新北市,新店區,永平街37巷6號,(02)29479592,無
611,新北市新店區文中里辦公處,新北市,新店區,北宜路一段39巷32號(文中廣明市民活動中心),(02)29122820,無
612,新北市新店區五峯里辦公處,新北市,新店區,北新路1段92號2樓(馬公多功能集會中心),(02)29133939,無
613,新北市全民愛心推廣協會,新北市,樹林區,鎮前街347巷1弄4號,(02)86862807,無
614,新北市樹林區東昇里辦公處,新北市,樹林區,中山路二段80號2樓(東昇市民活動中心),(02)86856377,無
615,新北市畫眉鳥晚香玉協會,新北市,樹林區,鎮前街467號(東陽市民活動中心),(02)26822426,無
616,新北市樹林區原住民族發展協進會(新北市樹林原動力公共托老中心),新北市,樹林區,中山路三段40號3樓,(02)35016895,無
617,新北市樹林區山佳社區發展協會,新北市,樹林區,中山路三段40號2樓(中山市民活動中心),無,937026392
618,新北市樹林區圳民里辦公處,新北市,樹林區,俊英街219-3號(圳安松鶴會館),(02)26885555,無
619,新北市樹林區圳福里辦公處,新北市,樹林區,中正路21-1號,(02)26830921 ,無
620,新北市樹林區坡內里辦公處,新北市,樹林區,備內街10號之1(樹林玉明宮),(02)26867040,無
621,新北市樹林區東山里辦公處,新北市,樹林區,新興街3-3號1樓(山佳市民活動中心),(02)26807777,無
622,新北市樹林區東園里辦公處,新北市,樹林區,柑園街一段60號4樓(東園市民活動中心),(02)26687343,無
623,新北市樹林區保安里辦公處,新北市,樹林區,保順街88號(保安市民活動中心),(02)26821723,無
624,新北市樹林區南園社區發展協會,新北市,樹林區,佳園路三段101巷38弄23號,無,933036158
625,新北市樹林區南園里辦公處,新北市,樹林區,佳園路三段128號(柑園市民活動中心),(02)89700036,無
626,新北市樹林區彭厝里辦公處,新北市,樹林區,彭福里國凱街65號4樓(彭厝市民活動中心),(02)86869288,無
627,新北市樹林區彭厝社區發展協會,新北市,樹林區,太平路56巷43號2樓(大同市民活動中心),(02)86858103,無
628,新北市樹林區獇寮里辦公處 ,新北市,樹林區,保安街二段172號(獇寮市民活動中心),(02)26761194,無
629,新北市樹林區樂山社區發展協會,新北市,樹林區,中和街38號3樓(樂山市民活動中心),(02)26803491,無
630,新北市樹林區潭底里辦公處,新北市,樹林區,保安街一段289巷8號2樓(潭底市民活動中心),(02)26819883,無
631,新北市樹林區樹人里辦公處,新北市,樹林區,復興路308巷2弄6號,(02)86753127,無
632,樹林耶穌聖心堂,新北市,樹林區,中山路一段154號,(02)26811083,無
633,新北市快樂銀髮族協會,新北市,樹林區,復興路222號(樹西市民活動中心),(02)22583550,無
634,新北市樹林區育英里辦公處,新北市,樹林區,文化街15號2樓(文化市民活動中心),(02)26832813,無
635,社團法人中華慈雲慈善利生推廣協會,新北市,樹林區,太平路127巷14號1樓,(02)86845058,無
636,新北市樹林區樹德里辦公處,新北市,樹林區,樹德街136巷13弄2號2樓,(02)26833968,無
637,新北市文化發展協會,新北市,樹林區,備前街36巷3號3樓(中正體育活動中心),(02)26832356,無
638,社團法人中華民國紳士協會,新北市,樹林區,福興街17號(三多市民活動中心),無,927889280
639,社團法人中華民國紳士協會,新北市,樹林區,福興街17號(三多市民活動中心),無,927889280
640,社團法人中華民國紳士協會,新北市,樹林區,福興街17號(三多市民活動中心),無,927889280
641,新北市樹林區三龍里辦公處,新北市,樹林區,三龍街21號,(02)86883570,無
642,新北市樹林區山佳社區發展協會,新北市,樹林區,中山路三段40號2樓(中山市民活動中心),無,937026392
643,全球台北人公寓大廈管理委員會,新北市,樹林區,中華路323號,(02)86863764,無
644,新北市樹林區彭厝社區發展協會,新北市,樹林區,太平路56巷43號2樓(大同市民活動中心),(02)86883570,無
645,新北市樹林區文林里辦公處,新北市,樹林區,潭興街107巷21弄6號,無,910151297
646,新北市樹林區北園里辦公處,新北市,樹林區,柑園街1段60號4樓(東園市民活動中心),無,932124825
647,社團法人中華民國紳士協會,新北市,樹林區,福興街17號(三多市民活動中心),無,927889280
648,新北市樹林區圳生里辦公處,新北市,樹林區,圳生里三俊街287號,無,939096099
649,新北市樹林區圳安里辦公處,新北市,樹林區,俊英街222號,無,933884200
650,新北市樹林區南園里辦公處,新北市,樹林區,佳園路三段128號(柑園市民活動中心),(02)89700036,無
651,新北市樹林區和平里辦公處,新北市,樹林區,仁愛街12巷10號,無,906891865
652,新北市樹林區金寮里辦公處,新北市,樹林區,保安街2段49號,無,933069169
653,新北市樹林區南園里辦公處,新北市,樹林區,佳園路三段128號(柑園市民活動中心),(02)89700036,無
654,新北市樹林區彭興里辦公處,新北市,樹林區,八德街231號,無,933069169
655,新北市畫眉鳥晚香玉協會,新北市,樹林區,鎮前街467號(東陽市民活動中心),(02)26822426,無
656,新北市畫眉鳥晚香玉協會,新北市,樹林區,鎮前街467號(東陽市民活動中心),(02)26822426,無
657,新北市樹林區樹福里辦公處,新北市,樹林區,復興路225巷2號(樹西市民活動中心),無,933037334
658,新北市樹林區樹興里辦公處,新北市,樹林區,文德街29號1樓,無,935504711
659,江山萬里公寓大廈管理委員會,新北市,樹林區,大安路111巷11號,(02)26870916,無
660,新北市原住民族社會服務協會,新北市,鶯歌區,二甲路36-2號(二甲市民活動中心),(02)86872608,無
661,新北市鶯歌區雙和社區發展協會,新北市,鶯歌區,中正三路337號(二橋市民活動中心),(02)86777438﻿,無
662,新北市鶯歌國際新城才藝推廣協進會,新北市,鶯歌區,明圓街43號(大湖市民活動中心),無,937809583
663,新北市鶯歌區大湖社區發展協會,新北市,鶯歌區,明圓街43號(大湖市民活動中心),(02)86777618,無
664,財團法人伊甸社會福利基金會(新北市鶯歌大湖公共托老中心),新北市,鶯歌區,大湖路338巷2號,(02)26776759,無
665,新北市鶯歌區中湖里辦公處,新北市,鶯歌區,中湖街23號(中湖市民活動中心),無,930878340
666,新北市鶯歌區永吉社區發展協會,新北市,鶯歌區,鶯桃路德昌二街3巷1號之1(永吉市民活動中心),無,935569467
667,新北市鶯歌區永昌社區發展協會,新北市,鶯歌區,永昌街36-1號(永昌市民活動中心),無,982024095
668,新北市鶯歌區永昌里辦公處,新北市,鶯歌區,永昌街36-1號(永昌市民活動中心),無,919954187
669,新北市鶯歌區尖山里辦公處,新北市,鶯歌區,尖山路211巷1號(尖山市民活動中心),無,937923006
670,新北市鶯歌區老人會,新北市,鶯歌區,中山路138巷5-1號(鶯歌區休閒活動中心),無,938178780
671,福南宮,新北市,鶯歌區,文化路226巷16-1號(福南宮土地廟),無,956678808
672,新北市鶯歌區建德社區發展協會,新北市,鶯歌區,中正一路建德巷22號,(02)86775281,無
673,新北市鶯歌區鳳鳴社區發展協會,新北市,鶯歌區,永和街34巷8號2樓(鳳鳴市民活動中心),無,921463298
674,新北市鶯歌區鳳祥里辦公處,新北市,鶯歌區,鶯桃路381巷2弄15號(鳳祥市民活動中心),(02)86777028﻿,無
675,新北市多元智能老幼暨兒童教育發展協會(鶯歌站),新北市,鶯歌區,福隆一街14號,(02)22886656,無
676,新北市鶯歌區北鶯社區發展協會,新北市,鶯歌區,仁愛路55號(北鶯市民活動中心),(02)26700076,無
677,新北市鶯歌區建國里辦公處,新北市,鶯歌區,育智路49號,(02)26796063,無
678,新北市鶯歌區大湖社區發展協會,新北市,鶯歌區,明圓街43號(大湖市民活動中心),(02)86777618,無
679,新北市鶯歌區東鶯社區發展協會,新北市,鶯歌區,文化路215號(東鶯市民活動中心),(02)26792501,無
680,新北市鶯歌區同慶里辦公處,新北市,鶯歌區,尖山埔路104號(同慶市民活動中心),(02)26780202,無
681,新北市鶯歌區中鶯里辦公處,新北市,鶯歌區,中正一路62巷7號3樓(中鶯市民活動中心),無,935295916
682,新北市鶯歌區北鶯社區發展協會,新北市,鶯歌區,仁愛路55號(北鶯市民活動中心),(02)26700076,無
683,新北市三峽區二鬮里辦公處,新北市,三峽區,中正路二段449號(大埔二鬮市民活動中心),無,986359839
684,台灣基督長老教會三峽教會,新北市,三峽區,民族街1號,(02)26711981,無
685,新北市托老互照志工協會,新北市,三峽區,信義街15號,(02)26710900,無
686,新北市三峽區大埔里辦公處,新北市,三峽區,中正路二段449號(大埔二鬮市民活動中心),無,922047073
687,社團法人新北市德道慈善會,新北市,三峽區,中正路二段273號,(02)26720800,無
688,新北市三峽區中埔里辦公處,新北市,三峽區,大同路266、268號(自強市民活動中心),(02)26733197﻿,無
689,新北市三峽區介壽里辦公處,新北市,三峽區,永安街9巷5號1樓(介壽中正安溪礁溪市民活動中心),(02)26719658﻿,無
690,新北市三峽區松柏長春會,新北市,三峽區,介壽路一段530號,(02)26713193,無
691,新北市三峽區中正里辦公處,新北市,三峽區,光明路71號6樓(光明市民活動中心),無,921994391
692,三峽松鶴長壽會,新北市,三峽區,民族街122號(八張市民活動中心),(02)26713193,無
693,新北市三峽區鳶山里辦公處,新北市,三峽區,大勇路36巷2、2之1號(鳶山里銀髮俱樂部),(02)26715961,無
694,新北市托老互照志工協會,新北市,三峽區,信義街15號,(02)26689439,無
695,新北市三峽福松老人福利促進會,新北市,三峽區,建安43號,無,935123274
696,新北市三峽區安溪里辦公處,新北市,三峽區,中正路一段108巷14號,無,927379355
697,新北市多元智能老幼暨兒童教育發展協會(三峽站),新北市,三峽區,中正路一段200號,(02)22886656,無
698,新北市三峽區成褔里辦公處,新北市,三峽區,成福路44號(成福市民活動中心),(02)26726087﻿,無
699,新北市三峽區竹崙里辦公處,新北市,三峽區,竹崙路146號(竹崙市民活動中心),(02)26682221﻿,無
700,社團法人新北市德道慈善會,新北市,三峽區,中正路二段273號,(02)26720800,無
701,新北市三峽區溪北里辦公處,新北市,三峽區,溪北街87號(溪北市民活動中心),(02)﻿﻿86762738,無
702,新北市三峽區溪東里辦公處,新北市,三峽區,溪東路218巷1號(溪東市民活動中心),(02)86763543,無
703,新北市三峽區中興社區發展協會,新北市,三峽區,介壽路二段136巷63號(中興市民活動中心),無,922264609
704,中華民國體育運動教練協會,新北市,三峽區,大勇路18之2號3樓、18之3號3樓,無,910315119
705,新北市三峽區龍埔社區發展協會,新北市,三峽區,三樹路214巷9號2樓(龍埔市民活動中心),無,937851300
706,新北市三峽區龍恩里辦公處,新北市,三峽區,學成路396號4樓(龍學龍恩市民活動中心),(02)86721627,無
707,新北市托老互照志工協會,新北市,三峽區,信義街15號,(02)26689439,無
708,新北市三峽區添福里辦公處,新北市,三峽區,添福57-1號(添褔市民活動中心),(02)26717068,無
709,新北市三峽區添福里辦公處,新北市,三峽區,添福57-1號(添褔市民活動中心),(02)26717068,無
710,新北市三峽區大有社區發展協會,新北市,三峽區,插角25-1號(大有市民活動中心),無,939649709
711,新北市三峽區大有社區發展協會,新北市,三峽區,插角25-1號(大有市民活動中心),無,939649709
712,新北市五寮里辦公處,新北市,三峽區,五寮89之7號(五寮市民活動中心),無,972871186
713,新北市三峽區中正里辦公處,新北市,三峽區,光明路71號6樓(光明市民活動中心),無,921994391
714,新北市淡水區大庄里辦公處,新北市,淡水區,淡海路111號(淡海市民活動中心),(02)28053356,無
715,新北市淡水區中和里辦公處,新北市,淡水區,小中寮19-2號,(02)28013232,無
716,新北市淡水區中興里辦公處,新北市,淡水區,水源街一段29號(中興市民活動中心),(02)26226070,無
717,新北市淡水區屯山里辦公處,新北市,淡水區,屯山里石頭厝9-3號,(02)28012408,無
718,新北市淡水區水源里辦公處,新北市,淡水區,北新路二段15號(水源市民活動中心),(02)26211171,無
719,新北市淡水區水碓里辦公處,新北市,淡水區,中山北路一段158號(水碓市民活動中心),(02)26213948,無
720,新北市淡水區正德里辦公處,新北市,淡水區,北新路141巷27號,(02)26250849,無
721,新北市淡水區民生里辦公處,新北市,淡水區,民生路27號(民生市民活動中心),(02)28091583,無
722,新北市淡水區民權里辦公處,新北市,淡水區,民族路112巷32號,(02)28087612,無
723,新北市淡水區坪頂里辦公處,新北市,淡水區,坪頂路710巷1號,無,910667596
724,新北市淡水區幸福里辦公處,新北市,淡水區,學府路51巷3弄10號,(02)26251855,無
725,新北市淡水區忠山里辦公處,新北市,淡水區,後坑子18-1號,(02)26210658,無
726,新北市淡水區忠寮社區發展協會,新北市,淡水區,後寮6號,(02)26212923,無
727,新北市淡水區油車社區發展協會,新北市,淡水區,淡海路32號,無,910031248
728,新北市淡水區竿蓁里辦公處,新北市,淡水區,中正東路一段3巷6號(竿蓁市民活動中心),(02)26221769,無
729,社團法人台灣愛鄰社區服務協會(崁頂站),新北市,淡水區,中山北路二段159~185號,(02)26269995,無
730,新北市淡水區新民里辦公處,新北市,淡水區,新民街120巷60號旁,(02)86310077,無
731,新北市淡水區新生里辦公處,新北市,淡水區,中正路207號2樓(滬尾市民活動中心),(02)26211472,無
732,新北市淡水區新春里辦公處,新北市,淡水區,新春街46之1號,(02)26262568,無
733,新北市淡水區新義里辦公處,新北市,淡水區,大義街5號,(02)26220282,無
734,新北市淡水區新興里辦公處,新北市,淡水區,新春街138號,(02)26205051,無
735,新北市淡水義山公共托老中心,新北市,淡水區,奎柔山路3號,(02)26256017,無
736,新北市淡水區福德里辦公處,新北市,淡水區,自強路58號,無,910809302
737,新北市淡水區賢孝里辦公處,新北市,淡水區,淡金路四段600號,(02)28010288,無
738,新北市淡水區學府社區發展協會,新北市,淡水區,學府路116號,無,912526336
739,新北市淡水區樹興里辦公處,新北市,淡水區,糞箕湖25號(樹興市民活動中心),(02)86260291,無
740,新北市淡水區興仁里辦公處,新北市,淡水區,興仁路101巷5號,(02)26212461,無
741,新北市淡水區蕃薯里辦公處,新北市,淡水區,水碓5號,無,928272085
742,新北市淡水區長庚里辦公處,新北市,淡水區,中山路72巷1弄10號(長庚市民活動中心),無,933119320
743,淡水福佑宮,新北市,淡水區,中正路200號,(02)26211731,無
744,新北市淡水區協元里辦公處,新北市,淡水區,新生街108巷4號,(02)26226162,無
745,淡水清水巖,新北市,淡水區,清水街160號2樓,(02)26212236,無
746,淡水清水巖,新北市,淡水區,清水街160號2樓,(02)26212236,無
747,淡水福佑宮,新北市,淡水區,中正路200號,(02)26211731,無
748,新北市淡水區文化里辦公處,新北市,淡水區,新民街71號,(02)86310333,無
749,新北市淡水區竹圍里辦公處,新北市,淡水區,竹圍里民生路16巷2號2樓(竹圍市民活動中心),(02)28096614,無
750,新北市淡水區竿蓁里辦公處,新北市,淡水區,中正東路一段3巷6號(竿蓁市民活動中心),(02)26221769,無
751,台灣在地安老推展協會(淡水埤島站),新北市,淡水區,埤島7-5號,(02)26412977,無
752,新北市淡水區鄧公社區發展協會,新北市,淡水區,鄧公路32巷7號,(02)26221599,無
753,社團法人台灣愛鄰社區服務協會(幸福站),新北市,淡水區,學府路28號6樓,(02)26269995,無
754,新北市淡水區沙崙里辦公處,新北市,淡水區,淡海路199號,(02)28058128,無
755,新北市淡水區正德里辦公處,新北市,淡水區,北新路141巷27號,(02)26281049,無
756,新北市淡水區北投里辦公處,新北市,淡水區,北新路一段163號,(02)26205789,無
757,新北市原住民家庭關懷協會,新北市,汐止區,樟樹二路302巷10號,(02)26426598,無
758,新北市汐止區北峰國民小學,新北市,汐止區,環河街1號,(02)26941817,無
759,新北市汐止區北山里辦公處,新北市,汐止區,明峰街298巷1-2號,(02)26926255,無
760,新北市汐止區北峰里辦公處,新北市,汐止區,中興路250號2樓(北峰市民活動中心),(02)26953955,無
761,新北市汐止區白雲里辦公處,新北市,汐止區,水源路二段112號(白雲市民活動中心),無,920483759
762,新北市汐止區秀峰社區發展協會,新北市,汐止區,勤進路1號(新北市政府汐止區秀山秀峰福安市民活動中心),無,933204101
763,新北市汐止區保長里辦公處,新北市,汐止區,保長路51巷11、13號(保長市民活動中心),無,921950973
764,新北市汐止區厚德里辦公室,新北市,汐止區,樟樹一路137巷26弄2樓(厚德山光市民活動中心),(02)26481234,無
765,新北市飛頓耐溫馨關懷協會,新北市,汐止區,樟樹二路251巷25號,無,931287016
766,社團法人新北市汐止區基督教全人關懷福音發展協會(建成站),新北市,汐止區,建成路152號B1,(02)26917152,無
767,新北市汐止佳醫公共托老中心,新北市,汐止區,茄苳路296號,(02)86486672,無
768,社團法人新北市汐止區基督教全人關懷福音發展協會(崇德站),新北市,汐止區,茄苳路82號(崇德橋東市民活動中心),(02)26917152,無
769,新北市汐止區復興里辦公處,新北市,汐止區,復興路1之1號(復興市民活動中心),(02)26426123,無
770,新北市汐止區湖蓮里辦公處,新北市,汐止區,湖前街110巷97弄24號B2(中餐廳大廳及才藝教室),(02)26908318,無
771,新北市汐止區鄉長社區發展協會,新北市,汐止區,長江街287-1號(玉泉宮),(02)26419980,無
772,迎旭大愛協會,新北市,汐止區,國興街22巷28號(新雪梨活動中心週邊),無,918031879
773,新北市龍馬湖發展協進會,新北市,汐止區,忠三街8號(忠山市民活動中心),無,982397642
774,新北市汐止區農會,新北市,汐止區,汐萬路三段246號,(02)26416666,無
775,社團法人台灣樂活服務發展協會(汐止信望站),新北市,汐止區,信義路1號2樓(火車站),無,939159495
776,社團法人中華關懷身心促進發展協會-宜興站,新北市,汐止區,橫科路119號2樓(橫科福山市民活動中心),無,980731450
777,社團法人中華關懷身心促進發展協會-仁德站,新北市,汐止區,和平街6巷1弄1號(仁德市民活動中心),無,980731450
778,新北市汐止區禮門里辦公處,新北市,汐止區,中正路285號(禮門市民活動中心),(02)86923954,無
779,新北市汐止區烘內里辦公處,新北市,汐止區,汐萬路三段252巷27號(烘內市民活動中心),(02)26461346,無
780,新北市汐止區農會,新北市,汐止區,汐萬路三段246號,(02)26416666,無
781,社團法人中華關懷身心促進發展協會-仁德站,新北市,汐止區,和平街6巷1弄1號(仁德市民活動中心),無,980731450
782,白雲山莊社區管理委員會,新北市,汐止區,東勢街216巷22弄2-1號,(02)26901132,無
783,新北市汐止區農會,新北市,汐止區,汐萬路三段246號,(02)26416666,無
784,財團法人北部台灣基督長老教會七星中會(康寧街教會),新北市,汐止區,康寧街141巷3號1樓,(02)26953081,無
785,社團法人大中華婦幼關懷成長協會,新北市,汐止區,茄苳路225巷35號1樓、3樓(茄苳市民活動中心),(02)86488662,無
786,新北市汐止區長安里辦公處,新北市,汐止區,長興街一段50號2樓(長安市民活動中心),(02)86483938,無
787,新北市汐止區橫科里辦公處,新北市,汐止區,橫科路119號2樓(橫科福山市民活動中心),(02)26402988,無
788,社團法人台灣信望愛發展協會,新北市,汐止區,大同路1段324號2樓,(02)26419280,無
789,新北市汐止區老人會,新北市,汐止區,忠孝東路9號(汐止區綜合運動場),(02)86481959,無
790,社團法人大中華婦幼關懷成長協會,新北市,汐止區,茄苳路225巷35號1樓、3樓(茄苳市民活動中心),(02)86488662,無
791,社團法人台灣幸扶公益協會,新北市,汐止區,新台五路二段81號1樓,無,975032174
792,財團法人台灣省台北縣基督教汐止讚美浸信會,新北市,汐止區,伯爵街2巷1號,(02)26439822,無
793,新北市汐止區湖光里辦公處,新北市,汐止區,康寧街520號之1(湖光市民活動中心),無,987964009
794,新北市汐止區農會,新北市,汐止區,汐萬路三段246號,(02)26416666#250,無
795,社團法人中華關懷身心促進發展協會(大同站),新北市,汐止區,大同路2段312巷16弄35號(大同市民活動中心),無,980731450
796,新北市汐止區江北里辦公處,新北市,汐止區,汐萬路1段81號(江北市民活動中心),(02)26413009,無
797,社團法人台灣厝邊有愛關懷協會(社后教會),新北市,汐止區,福德一路201巷3號1樓,(02)26941005,無
798,社團法人中華關懷身心促進發展協會(大同站),新北市,汐止區,大同路2段312巷16弄35號(大同市民活動中心),無,980731450
799,社團法人台灣新住民關懷協會(興福站),新北市,汐止區,福德一路141巷52號(興福市民活動中心),(02)26648575,無
800,新北市汐止區金龍里辦公處,新北市,汐止區,湖前街31巷2弄2號(金龍市民活動中心),(02)26925688,無
801,新北市汐止區保新里辦公處,新北市,汐止區,保新街112之1號(保新市民活動中心),無,935740650
802,新北市飛頓耐溫馨關懷協會,新北市,汐止區,樟樹二路251巷25號,無,931287016
803,新北市汐止區自強里辦公處,新北市,汐止區,新興路54號(自強市民活動中心),(02)26432246,無
804,新北市汐止區城中里辦公處,新北市,汐止區,建成路39號(城中建成市民活動中心(2樓)),(02)26472277,無
805,社團法人台灣幸扶公益協會,新北市,汐止區,新台五路二段81號1樓,無,975032174
806,社團法人台灣厝邊有愛關懷協會(水源教會),新北市,汐止區,連興街114號2樓,(02)23640534,無
807,社團法人臺北市心藝社會關懷協會(汐止福安站),新北市,汐止區,仁愛路193號1樓,(02)22398785,無
808,社團法人中華關懷身心促進發展協會-康福站,新北市,汐止區,福德三路9號1樓(康福市民活動中心),無,980731450
809,社團法人大中華婦幼關懷成長協會,新北市,汐止區,茄苳路225巷35號1樓、3樓(茄苳市民活動中心),(02)86488662,無
810,社團法人台灣厝邊有愛關懷協會(水源教會),新北市,汐止區,連興街114號2樓,(02)23640534,無
811,新北市瑞芳區慶平社區發展協會,新北市,瑞芳區,坑尾巷28號之1(慶平市民活動中心),(02)20214000,無
812,新北市瑞芳區猴硐社區發展協會,新北市,瑞芳區,侯硐路25號(猴硐市民活動中心),無,928285516
813,瑞芳國小,新北市,瑞芳區,中山路2號(瑞芳國小),(02)24972058,無
814,新北市瑞芳區龍潭社區發展協會,新北市,瑞芳區,瑞芳街23號(三里市民活動中心),(02)24970512,無
815,新北市瑞芳區東和里辦公處,新北市,瑞芳區,"中山路55號
新北市瑞芳區中山路20號(東和市民活動中心 )",(02)24972704,無
816,新北市瑞芳區龍興社區發展協會,新北市,瑞芳區,民權街10號(龍興市民活動中心),無,928237825
817,財團法人私立廣恩老人養護中心(瑞芳明燈站),新北市,瑞芳區,明燈路三段2號2樓(瑞龍市民活動中心),(02)24063888,無
818,新北市瑞芳區老人會,新北市,瑞芳區,明燈路三段2號3樓(瑞龍市民活動中心),(02)24972250,無
819,新北市瑞芳區保安宮,新北市,瑞芳區,大寮路49巷5之2號,無,935129036
820,新北市瑞芳區柑坪社區發展協會,新北市,瑞芳區,明燈路一段17-1號(柑坪市民活動中心),無,926264389
821,新北市柑松青關懷褔利協會,新北市,瑞芳區,明燈路一段201巷93號,無,955343576
822,社團法人愛福家協會(瑞芳站),新北市,瑞芳區,三爪子坑路18號,(02)24967130,無
823,新北市瑞芳區爪峰社區發展協會,新北市,瑞芳區,三爪子坑路279之1號(爪峰市民活動中心),無,916730662
824,新北市瑞芳區龍安里辦公處,新北市,瑞芳區,瑞芳街112巷7號(龍安市民活動中心),無,910140454
825,新北市瑞芳區龍川社區發展協會,新北市,瑞芳區,一坑路70-7號、8號(龍川市民活動中心),無,937426420
