"資料集id","資料集編號","資料集名稱","數位發展部服務分類","數位發展部資料集類型","主題分類","資料集描述","主要欄位說明","資料集提供機關(一級) ","資料集提供機關(二級) ","資料集提供機關","上架時間","更新頻率","計費方式","計費說明網址","資料集語系","資料授權","資料集提供機關聯絡人","資料集提供機關聯絡人電話","資料集提供機關聯絡人電子郵件","備註","資料最後更新時間","資料存取網址","檔案格式","編碼格式","資料量"
"220ff3ca-b4ad-49a9-b065-c7db91eee990","00002879","臺北市總預算歲出機關別預算比較總表（資本門）","公共資訊","網路服務","財稅","總預算歲出機關別預算比較總表（資本門）","臺北市總預算、
歲出機關別預算比較總表（資本門）","主計處","","主計處","2020-11-13T00:00:00","不定期更新","免費","","中文","公開","姚心彤","02-27208889#2101","b02845@gov.taipei","","2026-02-25T20:23:31","/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/685a90f2-43e3-4e02-afc5-cff0cd5a7cd2/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/b2a5054e-e5b6-4495-9c01-69cf83c97b42/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/43c20711-2308-49d6-832b-0463c05ed788/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/571982b4-73db-4cea-891a-86dec59da918/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/2fc3c5a6-ab34-4cbc-b813-ec1eac68a3a7/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/bec1754b-99ab-454c-a9b1-01a914aed772/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/e90321a6-8ada-468d-82e7-df4fdd863368/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/8063fa76-140f-4b15-a82b-78bbf60c6bd2/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/a2f7dfea-69a7-47a9-8e1f-27ac59179c67/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/96825b26-bd53-4c90-b62a-7aaa6d0c8c01/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/ed807621-2584-4450-917e-dba7bedd061f/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/0bf286b1-a404-4279-ac6a-80ba70c49db3/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/d7f56ad3-b3e1-4666-a7af-68077a6b19c0/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/f2a5a169-abe7-4731-949a-2e8cb08e5b1b/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/252d7afa-3be1-4c26-a7de-dd082a206279/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/28b2c9ce-1d01-4eee-8bc5-7a4d9c4e9415/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/1b36a97a-e122-4c93-8bab-3f4cb1af9eea/download,/api/dataset/220ff3ca-b4ad-49a9-b065-c7db91eee990/resource/5f158da2-a697-4632-a27a-be940907da67/download","XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML","utf-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,utf-8,utf-8,UTF-8,UTF-8,UTF-8","0,0,0,0"
"4f7c9a76-ce18-4e44-a797-99cbcd408c12","00002878","臺北市總預算歲出機關別預算比較總表（經常門）","公共資訊","網路服務","財稅","總預算歲出機關別預算比較總表（經常門）","臺北市總預算、
歲出機關別預算比較總表（經常門）","主計處","","主計處","2020-11-13T00:00:00","不定期更新","免費","","中文","公開","姚心彤","02-27208889#2101","b02845@gov.taipei","","2026-02-25T20:17:56","/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/0ca1e855-1a16-4a67-ad5c-589bf6610fe4/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/187d4672-1c19-4730-9da2-15553041e168/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/f1ba2ab2-ff88-49c5-9a93-9e066c8c4fdf/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/bb0ab514-f6ce-4fc9-a5fc-d464d5a50af8/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/9daecdbd-b00c-44e1-9385-f7a9797dfd39/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/c1866c3f-3119-4c3c-8c66-995e44c9895e/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/635d1e11-fa73-4911-bfdb-7eb2aee45db1/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/4b57b891-02f1-4238-82b6-8b081a5bf667/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/3d42d6e7-2cf6-4f9a-8f0f-5841c6c6d247/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/f12a26c4-2868-4ad6-bd77-b8a49b39af85/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/0fbb020d-de72-4035-8a36-f7653efb6c31/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/22ea86f2-ee93-465b-9112-bd1a86ab3869/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/83306490-5839-4149-95c3-a5ee7f0679d7/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/702b36b8-9264-4d77-aa63-1e233fed33f8/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/b1ec8bbc-9fa8-46dd-90fb-0eff460d2b4e/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/0284d796-4004-49ab-8128-4d3acdbaf733/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/abc22f05-4eeb-4f4f-959b-9d40e7d02b4d/download,/api/dataset/4f7c9a76-ce18-4e44-a797-99cbcd408c12/resource/f23866ac-9df5-41be-b384-19c5bb6a7a45/download","XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML","UTF-8,UTF-8,utf-8,utf-8,UTF-8,UTF-8,utf-8,UTF-8,utf-8,utf-8,utf-8,UTF-8,UTF-8,UTF-8,utf-8,utf-8,utf-8,utf-8","0,0,0,0"
"5d3c107e-4c8e-469c-a094-e4ebb9b0945a","00002877","臺北市總預算歲出機關別預算總表","公共資訊","網路服務","財稅","總預算歲出機關別預算總表","臺北市總預算、
歲出機關別預算總表","主計處","","主計處","2020-11-13T00:00:00","不定期更新","免費","","中文","公開","姚心彤","02-27208889#2101","b02845@gov.taipei","","2026-02-25T19:59:07","/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/c9194258-2903-44e3-aaf8-49703ec89971/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/44fc4b3f-24aa-461a-8b45-34767ce92bd9/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/ad18ba07-e2ff-4c64-ad17-8c77f3a18679/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/760433e6-632d-4f31-b867-08f40eb1b4f6/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/03cd4c25-004f-4cb0-b0fc-f0f33a25d44a/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/f0231bbc-67d1-4198-a4ea-d9c09058dfd5/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/8c5a761a-54ac-4e53-8f65-271bdaec3ac4/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/e3f5afc0-68d1-4e5a-a2cf-fb180265230d/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/c6547e97-0773-4f86-bb52-b31a6ceacb4f/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/7c57c08a-e949-471f-833b-3e28a78bd238/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/05af91f2-8732-44ad-a610-108cac4946f3/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/ffb6280b-268a-474b-9e35-081722e8486d/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/0f6ea974-7154-46d4-ae90-500908518747/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/0ece3f4f-6607-4690-9534-4375b0793b73/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/12d0e61b-95ec-4887-bcb5-343afe6477c7/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/bcbd5ccb-0fca-4a83-8a75-99149021642c/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/e1403edb-7902-4627-9829-946472fa8f0e/download,/api/dataset/5d3c107e-4c8e-469c-a094-e4ebb9b0945a/resource/7bcb1717-28b1-4ad7-94b5-c44451a1c86b/download","XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML","UTF-8,UTF-8,UTF-8,utf-8,UTF-8,UTF-8,UTF-8,UTF-8,utf-8,utf-8,utf-8,UTF-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8","0,0,0,0"
"2d93e360-ebd8-4974-97ae-d5c277276734","00002876","臺北市總預算歲出政事別預算比較總表（資本門）","公共資訊","網路服務","財稅","總預算歲出政事別預算比較總表（資本門）","臺北市總預算、
歲出政事別預算比較總表（資本門）","主計處","","主計處","2020-11-13T00:00:00","不定期更新","免費","","中文","公開","姚心彤","02-27208889#2101","b02845@gov.taipei","","2026-02-25T19:57:18","/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/996987e1-a528-4400-8931-965c76c8c12c/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/49c36cc6-1a08-44d5-84ca-af25ea034de6/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/19b21610-963c-4553-9a4a-d52e184fa3ba/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/c6c34a9b-10a2-47cf-a30e-4f9f2ea8bc00/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/9ac9c49c-27b8-4e31-bcf2-0e7c6da01a1c/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/64780bda-4df1-45c6-b56e-c22b7ca1aab8/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/cda3567c-19c2-4fd6-83cd-d3bd2907e71d/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/e42f23b0-ac85-4917-ae4a-00f768212074/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/3d422c91-f34a-4b71-a923-2e5a5979ce76/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/0608b935-2a5c-4a4b-8976-f97387162d65/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/6b25ce53-c7f1-4e29-9d42-77033d06b90b/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/e53a780c-c369-4cb3-ac52-60877b236bdf/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/6e8c2989-dff4-4aed-87e7-6963bdf7629b/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/03105612-9c20-4bd7-826a-07e7c79f1568/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/e85ae726-3d8e-41d2-b116-6a8728ec134d/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/12d3ab05-3ac5-471b-b7cc-bcc800b13415/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/d5a119eb-d21e-4ca1-a8c4-60835f620f8e/download,/api/dataset/2d93e360-ebd8-4974-97ae-d5c277276734/resource/1fd6525b-6c11-41e1-b1c8-7935982a2b6c/download","XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML","UTF-8,UTF-8,UTF-8,UTF-8,utf-8,UTF-8,UTF-8,UTF-8,UTF-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8","0,0,0,0"
"c9ab1063-20d7-418b-9b4b-3aa5a60e0395","00002875","臺北市總預算歲出政事別預算比較總表（經常門）","公共資訊","網路服務","財稅","總預算歲出政事別預算比較總表（經常門）","臺北市總預算、
歲出政事別預算比較總表（經常門）","主計處","","主計處","2020-11-13T00:00:00","不定期更新","免費","","中文","公開","姚心彤","02-27208889#2101","b02845@gov.taipei","","2026-02-25T19:54:42","/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/30cdc1d1-8c75-411f-bf48-5adaf97f75cf/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/65e646d3-fd42-491c-bc86-95c663600649/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/361c5a70-c5bb-495d-96d9-e7f571fdac77/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/a72ea934-402e-414f-8722-588544a6e946/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/62b177ab-5684-4c69-9a90-415f376cf950/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/e16d8823-7106-4060-a605-97d0964b3ebd/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/cb26374f-1580-4d1a-9891-0675db7d0fe1/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/0b7b0e89-2401-4423-a11d-f1576209c97f/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/b0676a92-4131-4a23-93fe-ea5421e9927e/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/50c764f9-b5b0-4443-ab5b-955a061eb814/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/fb06da29-0f23-498d-9598-b1c0eae5402a/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/2a3fc245-2152-41c8-a331-e3e776456a01/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/08744a95-cc6a-4b02-90a6-39cde7166de6/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/b5b1b91f-d43d-423c-83cc-f654039e6f81/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/14249d67-3d95-433d-9ad4-e8d590f835b6/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/b2e5fc4c-f8bd-4ef0-9e82-c94b3ad06ce0/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/d2ac4fc2-4283-4af7-ba1a-091d8073dee9/download,/api/dataset/c9ab1063-20d7-418b-9b4b-3aa5a60e0395/resource/6d2f659c-dab5-4f9c-bd7e-d6b54837b57f/download","XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML","UTF-8,UTF-8,UTF-8,UTF-8,utf-8,utf-8,utf-8,UTF-8,UTF-8,UTF-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8,UTF-8","0,0,0,0"
"43560c2f-c9d9-4c41-8489-aa31d236ce8a","00002871","臺北市總預算歲出政事別預算總表","公共資訊","網路服務","財稅","總預算歲出政事別預算總表","臺北市總預算、
歲出政事別預算總表","主計處","","主計處","2020-11-13T00:00:00","不定期更新","免費","","中文","公開","姚心彤","02-27208889#2101","b02845@gov.taipei","","2026-02-25T19:52:19","/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/9bb2d5cc-5bbd-491e-b5bd-fb8707ef7614/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/2a586b50-0d10-4dc8-b90e-93f75edd51f4/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/e0d6e9f6-054a-4c5a-8c3b-37da1ff598e3/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/64a3c79c-8828-4555-8359-541e07a32383/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/d31e30c3-496f-4b1e-8ceb-d42e9f29750e/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/bc28720d-b8d0-4536-9cf7-a8a433d3b7e3/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/8b7c2527-e220-4683-a90f-1ac0baee9939/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/45f2c4c8-53f6-4831-b655-7615c2552443/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/1aafe8c9-7709-4761-a089-fe1a458aa992/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/78c505d7-46f2-4518-84f8-9a5a28ed011a/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/c74068b8-8164-4441-90a2-05ee0a17af91/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/fe3cf6e8-89ac-4b78-bca8-f1bdd0346ceb/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/3c467ec5-d9ff-4c36-8e54-8bbbd894ea0a/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/8e4524d8-c07c-4c20-949c-1c8f26d4209d/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/a3920db3-bbf1-4ba2-86cb-1f9849980249/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/e29a724e-fa86-4555-b195-117317c0c076/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/3150a1c8-a67a-46fd-ae17-d5590034865c/download,/api/dataset/43560c2f-c9d9-4c41-8489-aa31d236ce8a/resource/905845c5-6ca2-40d4-9299-52fa61d0f0c7/download","XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML","UTF-8,utf-8,utf-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8,utf-8","0,0,0,0"
"69d3f67e-9628-4090-a723-3fadcdf40c32","00002864","臺北市總預算歲入歲出簡明比較分析表","公共資訊","網路服務","財稅","總預算歲入歲出簡明比較分析表（單位：新臺幣千元）","臺北市總預算、
歲入歲出簡明比較分析表","主計處","","主計處","2020-11-13T00:00:00","不定期更新","免費","","中文","公開","姚心彤","02-27208889#2101","b02845@gov.taipei","","2026-02-25T19:49:28","/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/10ff4667-cb78-4b8c-b53b-31be45d2ed70/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/e9bf7595-46b9-4395-97ec-14b57965a538/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/0088bce4-bb9a-40d0-a328-9716d935a41f/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/2e2166a7-25df-45da-91e6-bb95800dabed/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/114549e1-fe3f-405a-81d4-626ba3b353b2/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/69d47a53-5d4c-4890-b7bd-7d0278c32515/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/abd56b00-a8d3-4c08-ae48-9b22efdc22b4/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/12de8ba0-2f64-46ca-91e1-e49ee26bb004/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/599050eb-5d14-4d4a-ac09-4513b1f6bf05/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/54d87700-65c4-44e4-b9cb-16c8ed302790/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/222446e1-1fbe-4184-a3ff-3dccc85544e6/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/98e9da29-4b0e-42ba-94eb-1b2c71b64df7/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/3f89ad13-234e-44ea-8df0-369a697cc189/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/8e3a8c7b-435e-453e-8014-f3b1a394578f/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/c730a072-12da-48d0-8353-4ca555ccf7d3/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/6b7a185d-feb5-47f4-a065-b51714c98265/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/cd8544a8-9a5e-4a90-b8ae-6a01c3adb674/download,/api/dataset/69d3f67e-9628-4090-a723-3fadcdf40c32/resource/a810c9d1-8291-4ca2-9934-92b04cb9c0db/download","XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML,XML","UTF-8,utf-8,utf-8,utf-8,utf-8,utf-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,UTF-8,utf-8,utf-8,UTF-8,utf-8,utf-8,utf-8","0,0,0,0"
"4199d58b-5ace-4750-aa2a-a841ee1cdf32","00000546","臺北市軍人公墓忠靈祠葬厝表","服兵役","原始資料","統計","臺北市軍人公墓忠靈祠葬厝概況","年月、納骨堂塔位容量單櫃、納骨堂塔位容量雙櫃、納骨堂塔位上期底已存厝現役單櫃、納骨堂塔位上期底已存厝現役雙櫃、納骨堂塔位上期底已存厝退除役單櫃、納骨堂塔位上期底已存厝退除役雙櫃、納骨堂塔位本期淨存厝現役單櫃、納骨堂塔位本期淨存厝現役雙櫃、納骨堂塔位本期淨存厝退除役單櫃、納骨堂塔位本期淨存厝退除役雙櫃、納骨堂塔位累計存厝單櫃、納骨堂塔位累計存厝雙櫃、納骨堂塔位餘容量單櫃、納骨堂塔位餘容量雙櫃、土葬具容量、土葬具上期底已存厝現役、土葬具上期底已存厝退除役、土葬具本期淨存厝現役、土葬具本期淨存厝退除役、土葬具累計已安葬、土葬具餘容量","兵役局","","兵役局","2015-05-19T00:00:00","每1月","免費","","中文","公開","邵明傑","02-23654361#723","ao-da_52238@gov.taipei","","2026-02-25T16:29:22","/api/dataset/4199d58b-5ace-4750-aa2a-a841ee1cdf32/resource/f3d13ba6-0bca-446f-9168-403d6dd070a4/download","CSV","Big5","0"
"7103a84a-2a12-4998-bff6-6e6e83180a9c","00003915","臺北市妨害兵役案件統計","服兵役","原始資料","統計","妨害兵役案件統計","年、過程及結果、總計人數、常備役男或替代役男妨害徵集合計人數、常備役男或替代役男妨害徵集申報不實者人數、常備役男或替代役男妨害徵集無故不依規定辦理者人數、常備役男或替代役男妨害徵集無故不到者人數、常備役男或替代役男妨害徵集無故不申報者人數、常備役男或替代役男妨害徵集未能接受徵兵處理者人數、常備役男或替代役男妨害徵集未能接受現役徵集者人數、常備役男或替代役男妨害徵集捏造免役者人數、常備役男或替代役男妨害徵集無故拒收徵集令者人數、常備役男或替代役男妨害徵集逾入營期限五日者人數、常備役男或替代役男妨害徵集其他人數、役政人員妨害兵役合計人數、役政人員妨害兵役未依規定辦理徵兵處理者人數、役政人員妨害兵役不實之記載者人數、役政人員妨害兵役詐欺財物者人數、役政人員妨害兵役要求期約或受賄者人數、役政人員妨害兵役其他人數、其他人員妨害兵役合計人數、其他人員妨害兵役未依規定傳達或通報者人數、其他人員妨害兵役反抗兵役推行者人數、其他人員妨害兵役意圖妨害兵役者人數、其他人員妨害兵役其他人數","兵役局","","兵役局","2021-04-26T00:00:00","每1年","免費","","中文","公開","邵明傑","02-23654361#723","ao-da_52238@gov.taipei","","2026-02-25T16:29:18","/api/dataset/7103a84a-2a12-4998-bff6-6e6e83180a9c/resource/c48d03d2-0fe2-4afa-9db7-4c9ba227da32/download","CSV","Big5",""
"17a93557-53e0-4fa7-bdee-be7cc74c31d4","00001032","臺北市政府辦理民間參與公共建設案件統計表","公共資訊","網路服務","財稅","臺北市政府財政局_臺北市政府辦理民間公共建設案件統計表","法源、項目、已簽約已結案_件數、已簽約履約中_件數、規劃及辦理中_件數","財政局","","財政局","2021-08-10T00:00:00","每3月","免費","","中文","公開","許芷涵","02-27208889#7874","gq1080@gov.taipei","","2026-02-25T15:29:57","/api/dataset/17a93557-53e0-4fa7-bdee-be7cc74c31d4/resource/352af147-a957-42f5-b78a-8c89ce2acc11/download","CSV","UTF-8","0"
"55e72e92-61ae-49e4-81f3-a6c17a07f51d","00001200","臺北市政府依促進民間參與公共建設法辦理之已簽約案件明細表","公共資訊","原始資料","財稅","提供依促進民間參與公共建設法辦理之已簽約案件之相關資料","編號、促參類型、計畫名稱（案件）、民間投資（即促參司核定簽約金額）、權利金累計、114年土地租金_金額、辦理機關、契約期間（年）、簽約日、受委託廠商、備註","財政局","","財政局","2021-05-14T00:00:00","每3月","免費","","中文","公開","許芷涵","02-27208889#7874","gq1080@gov.taipei","","2026-02-25T15:21:23","/api/dataset/55e72e92-61ae-49e4-81f3-a6c17a07f51d/resource/68c87c9c-4dc0-4e3c-88e0-81e524f221e1/download","CSV","UTF-8","0"
"3058983f-199d-4af0-98a7-41a82accc2fa","00000566","臺北市市有財產委託經營案件明細表","公共資訊","原始資料","財稅"," 臺北市政府財政局已簽約委託經營案件","序號、辦理機關、機關代碼、案件名稱、委託經營期間、受託單位","財政局","","財政局","2020-04-21T00:00:00","每3月","免費","","中文","公開","許芷涵","02-27208889#7874","gq1080@gov.taipei","","2026-02-25T15:19:56","/api/dataset/3058983f-199d-4af0-98a7-41a82accc2fa/resource/df32d89d-a993-4ebb-90ee-47df4613164e/download","CSV","UTF-8","0"
